id,song_name,class,label,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
175,201501132_S2.mp3,sad,1,123.046875,2822,176.375,0.273109287,0.3066131473,0.0940116271,0.4093715237,0.2903220489,0.0842868921,0.2267378886,0.1786708235,0.0319232632,5.0312838554,33.8095245361,1143.0838623047,-0.0610175505,55.7491378784,3107.9663085938,0.0509203412,2.1107926369,4.4554457664,0.1459087133,0.0582440495,0.0033923695,1682.1701230956,822.6783175698,676799.614199437,1891.3421916591,494.8480277075,244874.570525985,25.2350091663,7.022533388,49.3159751855,3348.8775926305,1584.2215563011,2509757.93944903,1.3718345072,1.6126009926,2.6004819612,-0.0161371206,0.1006110555,0.0101225845,0.0915403204,0.0703918809,0.0049550169,-8.02442173153395E-07,0.1456106454,0.0212024581,2.71152202913072E-05,0.0307186674,0.0009436365,3.8080725624,2.2168369307,4.9143659771
176,201556073_S1.mp3,sad,1,99.3840144231,4838,241.9,0.2873941958,0.2899751663,0.0840855986,0.5056758651,0.2537864601,0.0644075673,0.2601089095,0.1252065835,0.0156766886,2.7114517689,11.7473678589,138.0006561279,-5.3263273239,37.333278656,1393.7735595703,0.021135075,2.0619235039,4.2515287399,0.1287565082,0.0201435201,0.0004057614,2380.4737525471,566.1852768077,320565.767673755,1787.24673406,214.071381044,45826.5561820918,21.4707435045,7.6426521874,58.4101324578,4100.9191659781,801.1257315853,641802.43780802,1.8898584097,1.9879020822,3.9517546883,0.0087298522,0.0666458008,0.0044416628,0.1688224597,0.0666565859,0.0044431004,-7.18107969532866E-07,0.1006615013,0.0101327375,-0.000010089,0.0491492637,0.0024156503,8.3050037793,3.8834675154,15.0813199429
177,201501175_S2.mp3,sad,1,89.1029094828,8262,344.25,0.4105003178,0.2835545838,0.0804032087,0.4721862273,0.2705227585,0.0731825629,0.2536411805,0.1378386189,0.0189994849,14.8104505539,76.2637176514,5816.154296875,5.1318817139,30.3243694305,919.5673828125,0.0059811473,2.493414402,6.2171149254,0.2512823641,0.0524549931,0.0027515264,2039.1802319539,487.5711564006,237725.632553791,2528.0448450517,324.0356588595,104999.108212482,22.2685295736,7.2609518883,52.7214223244,4689.4205412512,1346.2899430551,1812496.61077141,3.013537419,3.3041461142,10.9173815439,0.0017762822,0.0759326177,0.0057657624,0.0744448413,0.0250080107,0.0006254006,-2.29102133744163E-05,0.2009261101,0.0403712988,-0.0004830009,0.0975130126,0.0095087877,2.0015600907,1.1043181939,1.2195186735
178,201516045_sad2.mka,sad,1,123.046875,8625,297.4137931034,0.4126861393,0.2906675339,0.084487617,0.5650951196,0.252537932,0.0637754071,0.2686465144,0.1056521823,0.0111623836,2.4651324749,19.7769031525,391.1259155273,2.2393710613,40.4780311584,1638.4709472656,0.0051863827,1.6130875349,2.6020514965,0.0975438878,0.0390981212,0.0015286632,2145.6471967405,484.7806843216,235012.311891331,2567.7244045788,238.6905891111,56973.1973302155,24.4789773592,9.463593101,89.5595943814,4992.3929495592,1244.3168299575,1548324.37331553,1.1070522122,1.2309948769,1.5153483869,0.0009605885,0.0600298443,0.0036035822,0.1014642247,0.0410534393,0.0016853849,-2.6643144224181E-07,0.0727230906,0.005288648,-7.96892800281057E-06,0.0498865992,0.0024886727,1.7589115646,1.1139983479,1.240992319
179,20172066_S2.mp3,sad,1,112.3471467391,3803,200.1578947368,0.2597552836,0.2830782831,0.0801333189,0.4354081252,0.2765956897,0.0765051756,0.2403220971,0.1599331828,0.025578623,1.659178257,10.0195407867,100.3911895752,-0.1503975987,49.7487258911,2474.9357910156,0.0137621509,2.2101697922,4.8848509789,0.0830275789,0.0196035691,0.0003842999,1823.3349889087,405.2716045792,164245.073478237,2453.453802282,302.8781240675,91735.1580386745,24.4148802943,5.6315109079,31.7139151056,4088.816548894,1263.6035795603,1596694.00627768,0.8611226762,0.9098209394,0.8277741417,-0.0086919066,0.0772546291,0.0059682777,0.0687664589,0.0236106131,0.000557461,1.50127270899247E-05,0.0748400614,0.0056010345,-7.09445475877146E-06,0.0207496304,0.0004305472,3.1753287982,1.8930156143,3.5835081161
180,201556005_S2.mp3,sad,1,172.265625,25362,452.8928571429,0.2791957557,0.2918703258,0.085188292,0.4074313888,0.2746028536,0.0754067272,0.2288790081,0.1759196777,0.030947733,5.1276392937,31.4184780121,987.1207275391,-5.0348968506,51.4991722107,2652.1647949219,0.0371077582,1.3250954151,1.7558779716,0.1301595122,0.0740144253,0.0054781348,1607.5965879245,448.9864382027,201588.821689914,1865.0604869701,254.9052645552,64976.6938979429,23.6800235425,7.2739988114,52.9110587087,3096.4793892203,888.0925957991,788708.45871312,1.5891653049,2.1560561947,4.6485783148,0.0138484296,0.0921176614,0.0084856635,0.0719171624,0.035174077,0.0012372157,1.07611522253137E-05,0.1349304616,0.0182062313,-5.37925880053081E-05,0.0296272412,0.0008777734,3.2658866213,1.8865305766,3.5589976163
181,20173052_S1.mp3,sad,1,123.046875,9505,316.8333333333,0.4081779122,0.3074673712,0.0945361853,0.4090654548,0.2958211323,0.0875101423,0.2304658129,0.1738356765,0.0302188424,10.1124944687,86.4995422363,7482.1704101563,2.9174797535,50.4627456665,2546.4885253906,0.0329406895,4.8925571442,23.9371147156,0.1924531758,0.0882010758,0.0077794301,1419.5166504556,759.8412608782,577358.741732944,1591.3143913945,493.109509224,243156.988087181,24.7837283353,12.2098703839,149.0809347925,2996.8146983942,1440.8425987036,2076027.39423896,2.0304886159,2.681276176,7.1892419322,0.0195146964,0.0745168247,0.0055527572,0.0592543216,0.0385870981,0.0014889641,2.58955424214946E-05,0.1743394285,0.0303942356,2.09406448448135E-06,0.0837221667,0.007009401,3.2751746032,2.1001608218,4.4106754775
182,201564070_S1.mp3,sad,1,117.4538352273,24481,520.8723404255,0.2387893349,0.2941845357,0.0865445435,0.3854908805,0.2888262858,0.0834206234,0.2208952838,0.1858456535,0.0345386069,1.4967154264,11.1971759796,125.3767547607,-8.2419977188,76.3013534546,5821.896484375,0.0186727829,1.983227253,3.9331901073,0.0728366449,0.0344885066,0.001189457,901.9338693694,205.4903525288,42226.2849824271,966.7810590365,207.1656157609,42917.5923535962,28.9224288856,8.1066156267,65.7172169186,1705.943454989,384.8885961616,148139.231455242,0.6829014987,0.8488295944,0.7205116804,0.0252886313,0.0876150108,0.0076763901,0.062082733,0.0212579485,0.0004519004,-3.0249225346779E-06,0.0750593171,0.0056339009,-1.56908590724925E-05,0.0169223472,0.0002863658,4.126185941,2.5101522766,6.3008644518
183,20172054_S1.mp3,sad,1,161.4990234375,35014,522.5970149254,0.2850160599,0.2992804348,0.0895687789,0.4712616426,0.2818879637,0.0794608241,0.2511033833,0.1424093544,0.0202804242,11.5469741821,86.1611328125,7423.740234375,3.7008194923,33.6834449768,1134.5743408203,-0.0022350333,2.5667419434,6.5881648064,0.2141965628,0.0801631212,0.0064261258,1975.2681727836,590.9409564567,349211.214018002,2387.5930916925,502.0223567508,252026.446677645,22.6372893549,6.5180507186,42.4849851704,4431.9292389311,1674.5619051726,2804157.57425533,2.3072715781,2.6662059893,7.1086543774,0.0134590117,0.0746420118,0.0055714299,0.0835534059,0.0300007523,0.0009000451,-1.56512930971076E-06,0.1806590855,0.0326377042,0.0003186038,0.0948445499,0.0089954892,3.8208435374,1.9519334584,3.8100442261
184,201556069_S2.mp3,sad,1,172.265625,8061,251.90625,0.1993761957,0.3004382253,0.0902631208,0.4612310371,0.2694822026,0.0726206575,0.2385217352,0.1626060122,0.0264407152,0.0917454287,1.0912353992,1.1907945871,-18.3234882355,110.0219116211,12104.8203125,0.0269047879,2.5790889263,6.651699543,0.0173665024,0.0119153662,0.000141976,1127.7828429305,552.7361418212,305517.24247543,966.9875230576,431.4936845046,186186.799767345,25.6461047219,6.8974696326,47.5750873331,1571.2341525801,1206.2644993643,1455074.04242665,0.1296190734,0.1886239061,0.035578978,0.0354850319,0.0827452735,0.0068467803,0.0960758521,0.044026673,0.0019383479,0.000000325,0.0202782527,0.0004112075,8.14636405266356E-06,0.0034445892,1.18651942102588E-05,6.6705769715,4.1747429734,17.4284788936
185,20172117_S2.mp3,sad,1,71.77734375,5448,302.6666666667,0.4515431821,0.2786067426,0.0776217207,0.4892532317,0.2559796154,0.0655255635,0.2552608251,0.1348155944,0.0181752445,7.904794693,64.5612106323,4168.150390625,3.5252997875,41.8627433777,1752.4893798828,0.0251442958,2.8009929657,7.8455610275,0.1679135114,0.0776385739,0.0060277479,1590.092594418,638.6510967253,407875.223348448,2023.5546642908,561.6722116301,315475.673317448,19.2319526265,6.7133766015,45.0694253936,3493.40543452,1616.380203569,2612684.96248988,1.9704580971,2.2847441217,5.2200557014,0.0246799487,0.0726813248,0.005282575,0.0549557311,0.032325019,0.0010449069,8.80230891198153E-06,0.1281955391,0.0164340977,-0.0001186181,0.0905777514,0.0082043288,5.8514285714,3.2927336673,10.8420950036
186,20172061_S2.mp3,sad,1,172.265625,6036,208.1379310345,0.4246356487,0.3020277917,0.0912207812,0.6132194,0.2408535649,0.0580104397,0.2724074647,0.0955379847,0.0091275065,1.6131839752,22.4102859497,502.2208862305,-10.3346853256,53.072555542,2816.6960449219,-0.0011343013,3.282425642,10.7743177414,0.0652776062,0.0589060932,0.0034699279,4280.4534978261,1970.5043447036,3882887.37249562,2870.6184387963,306.5422368372,93968.1429651262,20.3037421852,7.3960972858,54.7022550616,7517.6359030598,1844.4793598543,3402104.10892836,0.5550342774,1.0547706626,1.1125411507,0.0179632772,0.0492400629,0.0024245838,0.3148711663,0.2611013516,0.0681739158,2.88961018668488E-06,0.0392520055,0.0015407199,0.000022253,0.0671934113,0.0045149541,6.3761995465,2.0084710464,4.0339559442
187,20161087_S1.mp3,sad,1,198.7680288462,3,3,0.2621800601,0.2866462469,0.0821660757,0.4374034551,0.2568202576,0.0659566447,0.2409419368,0.1589978504,0.0252803164,4.3761849403,21.0449714661,442.890838623,-1.0111575127,72.4013977051,5241.9624023438,0.0063676783,1.0385450125,1.0785758495,0.1396013498,0.0458203927,0.0020995084,1095.7969478323,200.6869843536,40275.2656889521,924.0110875531,50.4794970503,2548.1796224528,26.1933625637,12.1094809531,146.6395289546,2127.3079376926,313.0080914426,97974.065308521,1.730760291,1.8405714601,3.3877032996,0.0483569594,0.0810501313,0.0065691238,0.0858050847,0.0365671011,0.0013371529,-2.63297323499501E-07,0.1276111454,0.0162846036,-2.36537343880627E-05,0.0382852703,0.0014657618,5.6888888889,4.2081003045,17.708108173
188,20172061_S1.mp3,sad,1,103.359375,7982,307,0.2391851693,0.2914214134,0.0849264413,0.4455213803,0.2654162862,0.070445805,0.2471322309,0.1491944831,0.0222589938,0.5113813877,2.8980007172,8.3984079361,-11.8738164902,65.4830932617,4288.03515625,0.0152435433,2.5036947727,6.2684869766,0.0496559218,0.015310918,0.0002344242,1887.6794747145,440.4406122447,193987.93291452,1765.8980830424,235.1464091307,55293.83372704,26.5334215094,10.1870655967,103.7763054713,3501.7081919557,757.7266425223,574149.664788119,0.5255813129,0.5764482351,0.3322925677,-0.0185611716,0.0867355038,0.0075230476,0.13155444,0.0553556739,0.0030642506,0.0001186241,0.0462660231,0.0021405451,0.0003721868,0.0140156206,0.0001964376,2.6157278912,1.5630371518,2.4430851379
189,201501176_S1.mp3,sad,1,103.359375,2744,182.9333333333,0.2122271657,0.3110103905,0.0967274681,0.3997748124,0.2775211068,0.0770179647,0.2412676637,0.1585031475,0.0251232478,0.3327386677,3.895771265,15.1770343781,-20.3903903961,101.790145874,10361.2333984375,0.0273822416,2.6486592293,7.0153951645,0.0334342457,0.017410364,0.0003031208,1120.9833970289,1073.2415166046,1151847.35296374,836.9757068171,592.9670431605,351609.914274537,25.2685545035,7.2741688912,52.9135330577,1788.7161570582,1882.030880601,3542040.23553574,0.2302290255,0.2878167923,0.0828385059,0.0393774105,0.0913650806,0.0083475779,0.0840012123,0.100005322,0.0100010644,0.00000003,0.0355503261,0.0012638257,-6.99059455655515E-07,0.0070977896,5.0378617743263E-05,4.1064489796,2.1498251785,4.6217482982
190,20172135_S1.mp3,sad,1,67.9995888158,3089,237.6153846154,0.2456485778,0.3152548969,0.099385649,0.4013926975,0.3071084645,0.0943156089,0.2237172289,0.1824388523,0.0332839348,1.4379295111,25.5811901093,654.397277832,-13.6291370392,84.908454895,7209.4453125,0.0455558002,3.9084661007,15.2761068344,0.0567586087,0.0533862114,0.0028500876,1047.8609525436,626.0905526824,391989.38015817,1163.1772790538,404.3855784405,163527.696050667,25.0449850101,7.3581953685,54.1430390814,1855.9360490575,1205.8482799512,1454070.07426118,0.3804486632,0.615626892,0.3789964701,0.0328264108,0.0929854981,0.0086463029,0.0537821814,0.0449976543,0.0020247889,-1.19131811970874E-06,0.0562739037,0.0031667524,7.38472317607375E-06,0.047208406,0.0022286337,3.2287346939,1.7394749021,3.025772935
191,20161058_S1.mp3,sad,1,123.046875,9505,316.8333333333,0.4081782401,0.3074677587,0.0945364162,0.4090653066,0.2958212049,0.0875101853,0.2304658129,0.1738356765,0.0302188424,10.112496376,86.4995651245,7482.1748046875,2.9174740314,50.4627914429,2546.4934082031,0.032940127,4.8925628662,23.937171936,0.1924531758,0.0882011205,0.0077794371,1419.517775699,759.8414850811,577359.082450288,1591.3238407764,493.1063493446,243153.87176399,24.7887020791,12.2100842912,149.0861583982,2996.7649298199,1440.9015454035,2076197.26354628,2.0304885904,2.6812770362,7.1892465446,0.0195147811,0.0745168491,0.0055527608,0.0592550739,0.038572683,0.0014878519,2.58987347478978E-05,0.1743393987,0.0303942282,2.10266557587602E-06,0.0837221593,0.0070094001,3.2751746032,2.1001608218,4.4106754775
192,20161096_S2.mp3,sad,1,172.265625,4902,188.5384615385,0.2305483818,0.2882342637,0.0830789953,0.5105969718,0.2503574194,0.0626788375,0.256271572,0.1328842155,0.0176582147,20.4729137421,120.8203659058,14597.5615234375,4.2014255524,24.0489578247,578.352355957,0.0225173701,1.5666570663,2.4544143677,0.3031102121,0.0544551201,0.0029653599,2286.1191292324,335.6424151208,112655.830828143,2449.5901559762,232.1598540792,53898.1978460934,21.3509460638,7.5931406138,57.6557843806,4871.4615506904,856.7216650424,733972.011352939,4.0637147111,4.1723151375,17.408213607,-0.0099558764,0.0595754467,0.0035492338,0.1044376817,0.0301587015,0.0009095473,-9.2920635097471E-07,0.2602961063,0.06775406,0.0002557956,0.0851778239,0.0072552613,4.1976518015,2.4586796988,6.0451058615
193,20172027_F1.mp3,fear,5,107.666015625,1279,116.2727272727,0.2671609223,0.2920186222,0.0852748752,0.4357882774,0.2626234656,0.0689710847,0.2437679443,0.1546302773,0.0239105227,14.0815496445,65.0342254639,4229.4501953125,1.1478157043,40.6376495361,1651.4187011719,0.0179187078,2.0104546547,4.0419282913,0.2462501824,0.1178203523,0.0138816349,1921.3238956091,401.2712783322,161018.638814376,1762.2249926646,217.9156660452,47487.2375079105,22.4833900346,8.0475345089,64.7628116715,3620.2076603816,759.696528299,577138.815109526,3.6098594295,4.6454575534,21.5802758805,0.0027318818,0.0747873321,0.005593145,0.1175480769,0.0438993422,0.0019271522,-2.01118109544041E-05,0.2231247574,0.0497846603,-0.0001227541,0.0851417109,0.0072491113,3.1380110139,1.5757061211,2.4828497799
194,201525118_F2.mp3,fear,5,135.9991776316,10163,317.59375,0.546585083,0.2923376262,0.0854612887,0.3693474481,0.2892183688,0.0836472648,0.2072073351,0.2009936656,0.0403984536,16.3378219604,230.0233154297,52910.7265625,4.7417469025,60.3995933533,3648.1108398438,0.0216910057,1.2786900997,1.6350482702,0.2049361765,0.1640539467,0.026913695,837.4569880708,326.5496293646,106634.660438132,1380.2466109915,271.9821711376,73974.3014166968,24.2862453894,10.2961719283,106.0111563768,1869.1870712653,900.5577438494,811004.250007191,1.4142111026,2.0395015871,4.1595667238,0.0213693561,0.0675728829,0.0045660945,0.026915642,0.0241642066,0.0005839089,1.41314114898705E-06,0.2341590673,0.0548304655,9.78714706434403E-06,0.0617644228,0.0038148437,6.144,4.3489580349,18.9134359897
195,201501175_F1.mp3,fear,5,112.3471467391,7078,283.12,0.2874004543,0.2923139334,0.0854474381,0.455363139,0.2589733833,0.0670672133,0.2512263729,0.1421922744,0.0202186429,19.3652553558,82.116607666,6743.13671875,1.926872015,35.1776008606,1237.4636230469,0.017824959,1.6715564728,2.7941009998,0.3069319427,0.092096366,0.00848174,2139.0253958247,367.1236219611,134779.753801804,1799.5522733528,172.9273774439,29903.8778696296,21.6496811115,8.1843620331,66.9837818882,4004.5743770755,623.0909901255,388242.381975514,4.8163039694,5.347334178,28.5939828108,0.0049141136,0.0667053266,0.0044496006,0.139527365,0.0435105864,0.0018931711,-4.03004341933411E-05,0.2529233098,0.0639702082,-0.000183857,0.108794339,0.0118362084,8.9776788291,4.2595143709,18.1434626757
196,20172053_F1.mp3,fear,5,112.3471467391,7088,283.52,0.2853130102,0.2926334143,0.085634321,0.4693792625,0.2547252094,0.0648849323,0.2559649727,0.1334738404,0.0178152661,20.1901435852,85.1678390503,7253.560546875,1.8264961243,34.5841293335,1196.0618896484,0.027729325,1.7967112064,3.2281713486,0.3156964183,0.0909973532,0.0082805185,2195.0770465459,349.2395102338,121968.235508373,1806.2994522505,179.6256504609,32265.3743034883,21.3865740526,8.1290133845,66.0808586049,4068.8612452093,611.6214634903,374080.814602017,4.9969129094,5.4863131297,30.0996317571,0.0018808619,0.0620000039,0.0038440005,0.1468928115,0.0419965392,0.0017637093,-5.29128992639016E-05,0.2567521334,0.0659216568,-0.0001634985,0.1146137416,0.0131363096,7.8889795918,3.9761138372,15.8094812462
197,20172099_F2.mp3,fear,5,103.359375,21561,513.3571428571,0.2310740799,0.2942429781,0.0865789279,0.4460447919,0.2682938192,0.0719815734,0.2434697291,0.1550994015,0.0240558243,3.0415663719,16.9153957367,286.1305847168,-5.2120447159,68.2525253296,4658.4072265625,0.0083052348,1.9829425812,3.9320611954,0.1250666231,0.0343857296,0.0011823784,1464.1304729076,339.6145006627,115338.009060362,1037.9377237592,117.9671652583,13916.2520790804,25.6156502185,10.4808014119,109.8471982351,2571.9386729712,475.9520016577,226530.307881943,1.4513391516,1.5574238884,2.4255691682,-0.0190709677,0.0837130737,0.0070078787,0.1214911351,0.0438433356,0.0019222381,3.320126751305E-08,0.1152979732,0.013293623,-0.000013658,0.0310617723,0.0009648337,7.7868117914,4.1210825946,16.9833217512
198,201531031_F1.mp3,fear,5,33.5582386364,2512,314,0.5082323551,0.2828822732,0.0800223872,0.4196191756,0.2790769162,0.0778839251,0.2220551286,0.1844582695,0.0340248532,2.0956802368,22.5475711823,508.3929443359,-2.8062903881,77.4797973633,6003.1186523438,0.0384682454,1.6266561747,2.6460103989,0.0796593651,0.0507742018,0.0025780194,971.6320287116,1121.0598132638,1256775.10491494,1027.2293370507,580.1610490571,336586.842843061,21.160712298,7.5045441832,56.3181833971,1810.6417076208,1842.892763123,3396253.73637097,0.8546704483,1.2241834815,1.4986251964,-0.0294948377,0.0833080749,0.0069402353,0.0563382901,0.1091468751,0.0119130404,-1.07124069472775E-05,0.0839872435,0.0070538567,2.49148833972868E-05,0.0198435411,0.0003937661,7.1594860166,5.0582562958,25.585956754
199,201556005_F2.mp3,fear,5,103.359375,2524,180.2857142857,0.3485231996,0.3012710512,0.0907642394,0.4994550174,0.2675721061,0.0715948319,0.2525481501,0.1398312026,0.0195527652,1.8615865707,18.028875351,325.0403747559,-3.9024446011,49.9632492065,2496.3264160156,0.0442725234,2.8834223747,8.3141241074,0.0830106288,0.0355811641,0.0012660193,2161.7661563228,836.7768956318,700195.573063222,2647.7414707182,467.9897028554,219014.361978674,22.7263899649,6.0477408486,36.5751693724,5132.6589276714,1767.9333357382,3125588.27961428,0.7753341662,0.8907564994,0.7934471411,0.0103994382,0.0542244085,0.0029402865,0.0720136089,0.038404246,0.0014748861,-8.91431591298897E-06,0.067365177,0.0045380667,-0.0001684529,0.0427390821,0.0018266293,1.5301950113,0.9464203994,0.8957115724
200,201501175_F2.mp3,fear,5,143.5546875,11626,322.9444444444,0.2227018625,0.3148170114,0.099109754,0.39241197,0.3024500433,0.0914760287,0.2253329083,0.1804395017,0.0325584138,6.2628369331,39.1927032471,1536.0678710938,-10.7772045135,67.3685836792,4538.5258789063,0.0390229933,1.9997353554,3.9989416599,0.147969082,0.0830334425,0.0068945526,1358.010921471,388.159697401,150667.950686398,1234.4667980289,497.7679608629,247772.942861648,25.2676404666,8.3048040841,68.9697708752,2093.176970237,1017.4675194946,1035240.15322639,1.7235501364,2.6913726753,7.2434868775,-0.0147111818,0.0904796951,0.0081865752,0.0945613435,0.0246988661,0.000610034,-1.45001249620691E-05,0.135658294,0.0184031725,1.32283203129191E-05,0.0568333827,0.0032300332,1.5824399093,0.887089642,0.786928033
201,201502014_F1.mp3,fear,5,135.9991776316,6679,247.3703703704,0.3329422772,0.2992572784,0.0895549208,0.3861111515,0.2855143282,0.0815184316,0.2149732753,0.1926650571,0.0371198242,0.4983332157,2.0021502972,4.008605957,-1.342746973,58.3936309814,3409.8159179688,0.0182851832,1.5269289017,2.3315117359,0.0501890779,0.0182263274,0.000332199,2807.3776663796,731.1608786702,534596.230497801,2738.5016470523,283.6110820316,80435.2458511235,24.0194743577,8.7568187336,76.6818743338,6031.4288753094,1600.7847935918,2562511.95539471,0.607004234,0.7157124589,0.5122443238,-0.0531782886,0.0787218299,0.0061971265,0.1462394286,0.0688336129,0.0047380663,-4.62134366330247E-08,0.0452865325,0.0020508699,1.68910883076023E-05,0.0149401445,0.0002232079,6.4518302559,4.6638583588,21.7515747906
202,20161096_F1.mp3,fear,5,86.1328125,2722,194.4285714286,0.4801826775,0.2780719697,0.0773240179,0.6046230321,0.2373340402,0.0563274466,0.273981864,0.0909245377,0.0082672716,5.3801436424,32.5308036804,1058.2531738281,4.5450954437,20.6481170654,426.3447570801,0.0136971734,2.4959149361,6.2295918465,0.1553553343,0.0560847484,0.0031454989,3899.777911796,705.5967239405,497866.736835599,3268.894117255,251.2064719407,63104.6915448769,18.3023095159,7.2676680078,52.8189982709,8018.2387241097,845.1119944075,714214.283091449,2.0246995489,2.3987229475,5.7538717788,0.0055576782,0.0467453871,0.0021851312,0.2145905251,0.0799467288,0.0063914794,4.82889299746603E-06,0.1035606191,0.0107248016,-0.0002841802,0.0931787416,0.008682278,3.0151111111,1.7136464182,2.9365840467
203,20172066_F2.mp3,fear,5,112.3471467391,4779,227.5714285714,0.2728938162,0.2917077243,0.0850934014,0.4690999586,0.254332865,0.0646852062,0.2556975619,0.1339854102,0.0179520902,21.3653850555,89.1460723877,7947.0224609375,2.3008422852,33.6887359619,1134.9309082031,0.0205026232,1.7854071856,3.1876788139,0.3293599188,0.0860363021,0.0074022459,2236.7269718512,351.0880585343,123262.824845349,1818.8031663006,167.9953836739,28222.4489357509,21.478677621,8.2370533245,67.8490474705,4095.5142974854,620.5188047391,385043.587034888,5.1995403539,5.6486751481,31.9075309289,0.0015910491,0.0599089384,0.0035890809,0.152551651,0.0414674553,0.0017195498,-1.86474862857722E-05,0.2657323778,0.0706136972,-0.0001631719,0.119101882,0.0141852591,7.6161451247,3.2257236834,10.4052932818
204,201516045_F2.mka,fear,5,86.1328125,4005,250.3125,0.1684503406,0.2938674688,0.0863580853,0.3396734188,0.3018537977,0.0911157152,0.2150720098,0.1925548336,0.0370773639,0.080668129,0.86488837,0.7480318546,-25.3007793427,108.5771484375,11788.9970703125,0.032705836,3.398734808,11.5513982773,0.0190497674,0.0100018913,0.0001000378,1714.694430211,530.5248833486,281456.651852058,1135.679268952,469.4272030777,220361.898989391,24.245350811,10.1840141201,103.7141435979,2272.2786046282,1277.6426720069,1632370.79733286,0.1108298138,0.1351520206,0.0182660687,-0.0078969827,0.1102632315,0.0121579802,0.1280400585,0.0384486314,0.0014782973,-0.000000657,0.0209961999,0.0004408404,-4.06814706366276E-07,0.0027135832,7.36353376851184E-06,3.9253333333,2.2450163048,5.040098209
205,201564070_F1.mp3,fear,5,151.9990808824,13449,363.4864864865,0.23936598,0.2967661619,0.0880701616,0.3935055914,0.2966408581,0.0879957987,0.2266331372,0.1788036757,0.0319707544,2.5936589241,16.8368091583,283.4781188965,-9.2002258301,73.1952972412,5357.5517578125,0.0497041382,5.3360772133,28.4737186432,0.0886386037,0.0581524298,0.0033817051,1109.4303375528,628.7735306088,395356.152794291,1452.5916129408,589.0292478702,346955.454846571,22.124659744,9.6135618078,92.4205706319,2101.789230326,1435.9799746032,2062038.48746147,0.9448974771,1.545815222,2.3895447004,-0.0095876975,0.0888557032,0.007895336,0.047042826,0.0419045132,0.0017559882,2.08473647944629E-06,0.0777930841,0.0060517634,6.5826611717057E-06,0.0505169556,0.0025519626,2.9094603175,1.1555071622,1.3351968018
206,201556069_F1.mp3,fear,5,151.9990808824,14516,354.0487804878,0.2203271389,0.3139174581,0.0985441729,0.3922031915,0.3027044822,0.0916300035,0.2255506228,0.1801672831,0.0324602499,5.7334976196,37.4581642151,1403.1141357422,-11.1455211639,69.1654891968,4783.865234375,0.0513659865,2.1505155563,4.6247172356,0.1369691491,0.0871225074,0.0075903316,1344.8082881983,427.6105312786,182850.766460399,1253.5728811823,503.2419022575,253252.412187754,25.1273882406,8.2682910852,68.3646374695,2079.112904728,1052.6082046886,1107984.0325778,1.5936664571,2.617134369,6.8493923055,-0.0157678974,0.0910111335,0.0082830264,0.0928426218,0.0268703493,0.0007220157,9.50614503381075E-06,0.1294737458,0.0167634524,1.13093283289345E-05,0.0546951741,0.002991562,1.8192834467,1.1133786657,1.2396120533
207,201502181_F2.mp3,fear,5,73.828125,2389,199.0833333333,0.2839194238,0.3004816473,0.0902892277,0.5208365229,0.2544609101,0.0647503548,0.2607739913,0.1238154223,0.0153302588,4.5615177155,36.2407150269,1313.3894042969,-6.1690564156,66.4329147339,4413.3325195313,0.0412339158,1.8828676939,3.5451908112,0.1269889772,0.0618587434,0.0038265043,1042.7173998918,376.8286650895,141999.84283314,745.5739623143,217.4470602059,47283.2239921707,23.920681609,9.5269067722,90.7619526467,1704.5395230622,666.7392714998,444541.256160049,1.4483924067,1.7074788366,2.9154839773,-0.0092315325,0.0781917787,0.0061139543,0.0820355145,0.0466929772,0.0021802341,-0.0001567801,0.126920253,0.0161087494,-0.0001433176,0.0282724705,0.0007993326,8.6978080121,3.9654087687,15.7244667031
208,20172135_F1.mp3,fear,5,161.4990234375,5651,209.2962962963,0.4411162436,0.2938219011,0.0863313079,0.4870713763,0.2650580844,0.0702557881,0.2447516922,0.1530684242,0.0234299425,0.8918671608,7.2041187286,51.8993263245,-2.127850771,79.9146728516,6386.3549804688,0.0347875729,3.2716417313,10.7036390305,0.0524241515,0.0324121416,0.001050547,818.1915965313,268.8616648488,72286.594825247,1300.7394320585,301.5274295824,90918.790790584,18.6324547596,6.3115677808,39.8358878511,1525.0333435188,564.8922624295,319103.268152721,0.5956760708,0.8352758778,0.697685792,-0.0100356789,0.0748070109,0.0055960889,0.0286651031,0.015802104,0.0002497065,-4.06412618758623E-06,0.0449120589,0.0020170929,-1.16442868147715E-06,0.0241745897,0.0005844108,4.0681360544,2.669099194,7.1240905076
